ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region,region_distribution/124/percentage,region_distribution/124/region,region_distribution/125/percentage,region_distribution/125/region
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:13:51+0000,Greenpeace USA,0,99,0,999,0.010294,Alabama,0.007353,Rhode Island,0.002941,New Hampshire,0.033824,New Jersey,0.002941,New Mexico,0.077941,New York,0.033824,North Carolina,0.002941,North Dakota,0.05,Ohio,0.007353,Oklahoma,0.017647,Oregon,0.042647,Pennsylvania,0.008824,South Carolina,0.004412,Nebraska,0.017647,Tennessee,0.047059,Texas,0.002941,Utah,0.005882,Vermont,0.027941,Virginia,0.020588,Washington,0.010294,West Virginia,0.025,Wisconsin,0.001471,Wyoming,0.002941,Mississippi,0.010294,Nevada,0.001471,Montana,0.002941,Alaska,0.011765,Idaho,0.029412,Arizona,0.005882,Arkansas,0.073529,California,0.014706,Colorado,0.017647,Connecticut,0.007353,Delaware,0.001471,"Washington, District of Columbia",0.088235,Florida,0.017647,Georgia,0.002941,Hawaii,0.039706,Illinois,0.025,Missouri,0.025,Indiana,0.016176,Iowa,0.004412,Kansas,0.005882,Kentucky,0.007353,Louisiana,0.010294,Maine,0.019118,Maryland,0.032353,Massachusetts,0.038235,Michigan,0.023529,Minnesota,0.002941,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don’t let Trump and corporate polluters carry out their extinction plan to make a cheap buck. Sign our petition to tell Congress to protect the Endangered Species Act now!,2019-08-22T19:13:43+0000,Greenpeace USA,0,99,1000,4999,0.011253,Alabama,0.046547,Pennsylvania,0.011253,Nevada,0.004092,New Hampshire,0.017903,New Jersey,0.011253,New Mexico,0.052685,New York,0.021995,North Carolina,0.001023,North Dakota,0.05422,Ohio,0.009207,Oklahoma,0.018414,Oregon,0.004604,Rhode Island,0.004604,Montana,0.007161,South Carolina,0.001023,South Dakota,0.02046,Tennessee,0.06445,Texas,0.018414,Utah,0.004092,Vermont,0.01688,Virginia,0.026598,Washington,0.007673,West Virginia,0.025064,Wisconsin,0.006138,Nebraska,0.024041,Missouri,0.002558,Alaska,0.007673,Idaho,0.02711,Arizona,0.01023,Arkansas,0.100767,California,0.03734,Colorado,0.012276,Connecticut,0.001023,Delaware,0.000512,"Washington, District of Columbia",0.076215,Florida,0.01688,Georgia,0.003581,Hawaii,0.043478,Illinois,0.002558,Mississippi,0.026598,Indiana,0.009207,Iowa,0.011765,Kansas,0.013299,Kentucky,0.007673,Louisiana,0.003581,Maine,0.015345,Maryland,0.009207,Massachusetts,0.046547,Michigan,0.019437,Minnesota,0.004092,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:13:42+0000,Greenpeace USA,100,499,10000,49999,0.007262,Alabama,0.048189,Pennsylvania,0.007861,Nevada,0.007433,New Hampshire,0.02324,New Jersey,0.006921,New Mexico,0.064166,New York,0.027854,North Carolina,0.002307,North Dakota,0.048103,Ohio,0.011278,Oklahoma,0.018113,Oregon,0.005895,Rhode Island,0.005383,Montana,0.009655,South Carolina,0.002734,South Dakota,0.017088,Tennessee,0.065277,Texas,0.008459,Utah,0.004443,Vermont,0.026999,Virginia,0.026487,Washington,0.006579,West Virginia,0.026487,Wisconsin,0.005554,Nebraska,0.024009,Missouri,0.002136,Alaska,0.004956,Idaho,0.020933,Arizona,0.006066,Arkansas,0.085697,California,0.027683,Colorado,0.017772,Connecticut,0.003332,Delaware,0.001452,"Washington, District of Columbia",0.074077,Florida,0.018284,Georgia,0.003247,Hawaii,0.043233,Illinois,0.003674,Mississippi,0.025718,Indiana,0.009655,Iowa,0.009569,Kansas,0.013841,Kentucky,0.005725,Louisiana,0.008886,Maine,0.018797,Maryland,0.025718,Massachusetts,0.039388,Michigan,0.019993,Minnesota,0.002392,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:13:41+0000,Greenpeace USA,100,499,10000,49999,0.005923,Alabama,0.05139,Pennsylvania,0.007578,Nevada,0.008165,New Hampshire,0.028337,New Jersey,0.006137,New Mexico,0.061476,New York,0.026149,North Carolina,0.001814,North Dakota,0.046534,Ohio,0.009392,Oklahoma,0.018784,Oregon,0.00587,Rhode Island,0.003522,Montana,0.010673,South Carolina,0.002455,South Dakota,0.015209,Tennessee,0.053258,Texas,0.008058,Utah,0.004856,Vermont,0.023907,Virginia,0.027163,Washington,0.005923,West Virginia,0.030311,Wisconsin,0.007097,Nebraska,0.019371,Missouri,0.002562,Alaska,0.004269,Idaho,0.020812,Arizona,0.005123,Arkansas,0.09072,California,0.026095,Colorado,0.018304,Connecticut,0.004109,Delaware,0.001334,"Washington, District of Columbia",0.076098,Florida,0.018944,Georgia,0.002988,Hawaii,0.04504,Illinois,0.002615,Mississippi,0.025562,Indiana,0.011954,Iowa,0.009179,Kansas,0.013234,Kentucky,0.006084,Louisiana,0.008058,Maine,0.017183,Maryland,0.02919,Massachusetts,0.047495,Michigan,0.020759,Minnesota,0.002935,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🚨 Time is running out. 🚨
Sign our petition to tell Congress to protect the Endangered Species Act from attacks by Donald Trump and his cronies.",2019-08-22T19:13:40+0000,Greenpeace USA,0,99,0,999,0.006135,Alabama,0.006135,Rhode Island,0.06135,New York,0.01227,North Carolina,0.006135,North Dakota,0.06135,Ohio,0.01227,Oregon,0.055215,Pennsylvania,0.01227,Tennessee,0.01227,New Hampshire,0.06135,Texas,0.030675,Washington,0.006135,West Virginia,0.018405,Wisconsin,0.006135,Delaware,0.01227,Iowa,0.006135,Oklahoma,0.02454,New Jersey,0.02454,Nevada,0.006135,Alaska,0.030675,Illinois,0.042945,Arizona,0.01227,Arkansas,0.07362,California,0.01227,Colorado,0.030675,Connecticut,0.08589,Florida,0.030675,Georgia,0.02454,Indiana,0.006135,Montana,0.01227,Kentucky,0.018405,Louisiana,0.02454,Maine,0.02454,Maryland,0.03681,Michigan,0.030675,Minnesota,0.04908,Missouri,0.01227,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:13:40+0000,Greenpeace USA,100,499,10000,49999,0.007306,Alabama,0.050753,Pennsylvania,0.009258,Nevada,0.005745,New Hampshire,0.023369,New Jersey,0.009091,New Mexico,0.057948,New York,0.027217,North Carolina,0.00184,North Dakota,0.050084,Ohio,0.012493,Oklahoma,0.019186,Oregon,0.003793,Rhode Island,0.00435,Montana,0.009091,South Carolina,0.003179,South Dakota,0.018293,Tennessee,0.069325,Texas,0.012103,Utah,0.003514,Vermont,0.022476,Virginia,0.028054,Washington,0.005689,West Virginia,0.025432,Wisconsin,0.007027,Nebraska,0.023648,Missouri,0.003793,Alaska,0.006637,Idaho,0.026548,Arizona,0.007418,Arkansas,0.092638,California,0.036642,Colorado,0.014055,Connecticut,0.003402,Delaware,0.00106,"Washington, District of Columbia",0.066704,Florida,0.019465,Georgia,0.003625,Hawaii,0.044451,Illinois,0.002454,Mississippi,0.026269,Indiana,0.009872,Iowa,0.00976,Kansas,0.014668,Kentucky,0.00541,Louisiana,0.006804,Maine,0.013385,Maryland,0.010931,Massachusetts,0.040937,Michigan,0.020413,Minnesota,0.002398,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The world is already facing an extinction crisis and now Trump’s government has introduced new rules that make it easier for corporate polluters to profit off threatening endangered species.  Call on your Member of Congress to take swift action and protect endangered species. Sign the petition!,2019-08-22T19:13:38+0000,Greenpeace USA,0,99,0,999,0.003717,Alabama,0.02974,Tennessee,0.074349,New York,0.011152,North Carolina,0.02974,Ohio,0.018587,Oklahoma,0.01487,Oregon,0.074349,Pennsylvania,0.003717,Rhode Island,0.018587,South Carolina,0.037175,Texas,0.026022,New Jersey,0.01487,Utah,0.011152,Virginia,0.022305,Washington,0.01487,West Virginia,0.018587,Wisconsin,0.003717,"Washington, District of Columbia",0.007435,Maine,0.007435,Nebraska,0.01487,New Mexico,0.003717,New Hampshire,0.007435,Alaska,0.04461,Illinois,0.026022,Arizona,0.007435,Arkansas,0.096654,California,0.018587,Colorado,0.003717,Connecticut,0.007435,Delaware,0.092937,Florida,0.033457,Georgia,0.033457,Indiana,0.003717,Montana,0.01487,Iowa,0.007435,Kentucky,0.007435,Louisiana,0.011152,Maryland,0.033457,Massachusetts,0.018587,Michigan,0.022305,Minnesota,0.04461,Missouri,0.003717,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The world is already facing an extinction crisis and now Trump’s government has introduced new rules that make it easier for corporate polluters to profit off threatening endangered species.  Call on your Member of Congress to take swift action and protect endangered species. Sign the petition!,2019-08-22T19:13:37+0000,Greenpeace USA,0,99,1000,4999,0.007244,Alabama,0.043118,Pennsylvania,0.011038,Nevada,0.006209,New Hampshire,0.020352,New Jersey,0.009314,New Mexico,0.070024,New York,0.023801,North Carolina,0.001725,North Dakota,0.037944,Ohio,0.011383,Oklahoma,0.026561,Oregon,0.004484,Rhode Island,0.002415,Montana,0.008624,South Carolina,0.001035,South Dakota,0.012763,Tennessee,0.051052,Texas,0.009659,Utah,0.00207,Vermont,0.03001,Virginia,0.038289,Washington,0.003794,West Virginia,0.022422,Wisconsin,0.004139,Nebraska,0.021387,Missouri,0.005174,Alaska,0.003794,Idaho,0.028976,Arizona,0.005864,Arkansas,0.103829,California,0.032425,Colorado,0.015523,Connecticut,0.003794,Delaware,0.001725,"Washington, District of Columbia",0.079683,Florida,0.018282,Georgia,0.004139,Hawaii,0.040359,Illinois,0.003105,Mississippi,0.022766,Indiana,0.010348,Iowa,0.011038,Kansas,0.013798,Kentucky,0.005519,Louisiana,0.006209,Maine,0.015868,Maryland,0.022077,Massachusetts,0.044843,Michigan,0.017937,Minnesota,0.00207,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:13:35+0000,Greenpeace USA,100,499,10000,49999,0.007317,Alabama,0.041926,Pennsylvania,0.007614,Nevada,0.005537,New Hampshire,0.023633,New Jersey,0.009493,New Mexico,0.048749,New York,0.026698,North Carolina,0.002175,North Dakota,0.041432,Ohio,0.010086,Oklahoma,0.025116,Oregon,0.004647,Rhode Island,0.004845,Montana,0.008207,South Carolina,0.003955,South Dakota,0.015623,Tennessee,0.055869,Texas,0.012064,Utah,0.004054,Vermont,0.019678,Virginia,0.038465,Washington,0.00623,West Virginia,0.024028,Wisconsin,0.006922,Nebraska,0.022743,Missouri,0.004746,Alaska,0.00712,Idaho,0.031346,Arizona,0.007911,Arkansas,0.112133,California,0.032434,Colorado,0.013448,Connecticut,0.003164,Delaware,0.000989,"Washington, District of Columbia",0.085039,Florida,0.016909,Georgia,0.005933,Hawaii,0.038564,Illinois,0.002274,Mississippi,0.023237,Indiana,0.011075,Iowa,0.007911,Kansas,0.01236,Kentucky,0.005735,Louisiana,0.007317,Maine,0.01058,Maryland,0.020073,Massachusetts,0.042915,Michigan,0.017601,Minnesota,0.002077,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don’t let Trump and corporate polluters carry out their extinction plan to make a cheap buck. Sign our petition to tell Congress to protect the Endangered Species Act now!,2019-08-22T19:13:32+0000,Greenpeace USA,0,99,0,999,0.004499,Alabama,0.006749,Rhode Island,0.006749,Nevada,0.010124,New Hampshire,0.020247,New Jersey,0.008999,New Mexico,0.071991,New York,0.024747,North Carolina,0.056243,Ohio,0.015748,Oklahoma,0.010124,Oregon,0.051744,Pennsylvania,0.015748,South Carolina,0.003375,Montana,0.001125,South Dakota,0.021372,Tennessee,0.075366,Texas,0.005624,Utah,0.005624,Vermont,0.031496,Virginia,0.024747,Washington,0.011249,West Virginia,0.015748,Wisconsin,0.001125,Wyoming,0.00225,Nebraska,0.020247,Missouri,0.003375,Alaska,0.00225,Idaho,0.023622,Arizona,0.012373,Arkansas,0.066367,California,0.028121,Colorado,0.026997,Connecticut,0.001125,Delaware,0.001125,"Washington, District of Columbia",0.077615,Florida,0.023622,Georgia,0.00225,Hawaii,0.038245,Illinois,0.003375,Mississippi,0.029246,Indiana,0.005624,Iowa,0.008999,Kansas,0.019123,Kentucky,0.008999,Louisiana,0.003375,Maine,0.005624,Maryland,0.023622,Massachusetts,0.047244,Michigan,0.013498,Minnesota,0.001125,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A strong Endangered Species Act is the best hope for survival for at risk animals. Tell Congress to protect endangered species from Trump’s government -- add your name!,2019-08-22T19:13:30+0000,Greenpeace USA,0,99,0,999,0.069444,Arizona,0.027778,Oregon,0.041667,Tennessee,0.013889,North Dakota,0.013889,New Hampshire,0.013889,Missouri,0.013889,Louisiana,0.013889,Kentucky,0.013889,Wisconsin,0.013889,Washington,0.041667,Virginia,0.013889,Vermont,0.069444,Texas,0.027778,South Carolina,0.027778,Pennsylvania,0.013889,Oklahoma,0.013889,Arkansas,0.041667,Ohio,0.027778,North Carolina,0.055556,New York,0.013889,Nebraska,0.055556,Michigan,0.013889,Massachusetts,0.013889,Maine,0.027778,Iowa,0.041667,Indiana,0.041667,Illinois,0.013889,Idaho,0.097222,Florida,0.097222,California,0.013889,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A strong Endangered Species Act is the best hope for survival for at risk animals. Tell Congress to protect endangered species from Trump’s government -- add your name!,2019-08-22T19:13:27+0000,Greenpeace USA,0,99,0,999,0.031915,Alabama,0.021277,Oklahoma,0.021277,Rhode Island,0.010638,Pennsylvania,0.021277,Nebraska,0.010638,Louisiana,0.010638,Kansas,0.010638,Illinois,0.010638,Hawaii,0.010638,Connecticut,0.010638,West Virginia,0.053191,Washington,0.053191,Virginia,0.021277,Vermont,0.053191,Texas,0.021277,South Carolina,0.06383,Ohio,0.021277,Arizona,0.010638,Iowa,0.021277,Arkansas,0.031915,California,0.06383,Colorado,0.085106,Florida,0.053191,Georgia,0.021277,Indiana,0.031915,Maryland,0.010638,North Carolina,0.010638,Massachusetts,0.053191,Michigan,0.010638,Missouri,0.010638,Nevada,0.06383,New Jersey,0.053191,New York,0.010638,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:13:20+0000,Greenpeace USA,100,499,10000,49999,0.008625,Alabama,0.048006,Pennsylvania,0.00892,Nevada,0.00711,New Hampshire,0.021163,New Jersey,0.008331,New Mexico,0.054359,New York,0.03004,North Carolina,0.002482,North Dakota,0.050404,Ohio,0.011107,Oklahoma,0.022425,Oregon,0.004081,Rhode Island,0.005554,Montana,0.010602,South Carolina,0.003282,South Dakota,0.019564,Tennessee,0.046197,Texas,0.01035,Utah,0.00446,Vermont,0.021542,Virginia,0.032775,Washington,0.00669,West Virginia,0.025539,Wisconsin,0.007321,Nebraska,0.022299,Missouri,0.003997,Alaska,0.006521,Idaho,0.024781,Arizona,0.008709,Arkansas,0.09273,California,0.034963,Colorado,0.013758,Connecticut,0.002693,Delaware,0.001052,"Washington, District of Columbia",0.066644,Florida,0.017545,Georgia,0.004123,Hawaii,0.043041,Illinois,0.003576,Mississippi,0.025412,Indiana,0.012622,Iowa,0.008709,Kansas,0.015399,Kentucky,0.006269,Louisiana,0.008288,Maine,0.014642,Maryland,0.021542,Massachusetts,0.046575,Michigan,0.020111,Minnesota,0.003071,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:13:20+0000,Greenpeace USA,0,99,1000,4999,0.009859,Alabama,0.015431,Oregon,0.009001,Nevada,0.004286,New Hampshire,0.026147,New Jersey,0.007715,New Mexico,0.073725,New York,0.026147,North Carolina,0.000857,North Dakota,0.04072,Ohio,0.01243,Oklahoma,0.035577,Pennsylvania,0.003429,Montana,0.004715,Rhode Island,0.011144,South Carolina,0.002143,South Dakota,0.015859,Tennessee,0.06258,Texas,0.01243,Utah,0.004286,Vermont,0.023575,Virginia,0.03129,Washington,0.010287,West Virginia,0.006429,Nebraska,0.016288,Missouri,0.003,Alaska,0.005144,Idaho,0.025718,Arizona,0.006858,Arkansas,0.099014,California,0.028718,Colorado,0.012859,Connecticut,0.003858,Delaware,0.002143,"Washington, District of Columbia",0.084012,Florida,0.023575,Georgia,0.003858,Hawaii,0.035577,Illinois,0.003,Mississippi,0.025718,Indiana,0.010716,Iowa,0.006001,Kansas,0.013288,Kentucky,0.005144,Louisiana,0.005572,Maine,0.013716,Maryland,0.024432,Massachusetts,0.05015,Michigan,0.019288,Minnesota,0.022289,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
