ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.026316,Alabama,0.068421,Pennsylvania,0.003509,Nevada,0.003509,New Hampshire,0.038596,New Jersey,0.054386,New York,0.042105,North Carolina,0.007018,North Dakota,0.049123,Ohio,0.014035,Oklahoma,0.001754,Oregon,0.001754,Rhode Island,0.001754,Montana,0.021053,South Carolina,0.005263,South Dakota,0.033333,Tennessee,0.096491,Texas,0.012281,Utah,0.033333,Virginia,0.008772,Washington,0.012281,West Virginia,0.024561,Wisconsin,0.008772,Nebraska,0.017544,Missouri,0.001754,Alaska,0.001754,Idaho,0.003509,Arizona,0.014035,Arkansas,0.021053,California,0.005263,Colorado,0.012281,Connecticut,0.003509,Delaware,0.001754,"Washington, District of Columbia",0.054386,Florida,0.035088,Georgia,0.026316,Illinois,0.005263,Mississippi,0.031579,Indiana,0.019298,Iowa,0.015789,Kansas,0.014035,Kentucky,0.021053,Louisiana,0.001754,Maine,0.02807,Maryland,0.019298,Massachusetts,0.049123,Michigan,0.021053,Minnesota,0.007018,Wyoming,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.020672,Alabama,0.03876,Pennsylvania,0.03876,New Jersey,0.002584,New Mexico,0.080103,New York,0.031008,North Carolina,0.007752,North Dakota,0.054264,Ohio,0.010336,Oklahoma,0.005168,Oregon,0.005168,Rhode Island,0.010336,Nebraska,0.036176,South Carolina,0.028424,Tennessee,0.080103,Texas,0.005168,Utah,0.002584,Vermont,0.020672,Virginia,0.007752,Washington,0.01292,West Virginia,0.010336,New Hampshire,0.002584,Montana,0.002584,Arizona,0.033592,Illinois,0.007752,Arkansas,0.020672,California,0.015504,Colorado,0.02584,Connecticut,0.005168,Delaware,0.067183,Florida,0.03876,Georgia,0.002584,Idaho,0.020672,Indiana,0.02584,Missouri,0.005168,Iowa,0.010336,Kansas,0.018088,Kentucky,0.023256,Louisiana,0.033592,Maryland,0.028424,Massachusetts,0.05168,Michigan,0.020672,Minnesota,0.015504,Mississippi,0.015504,Wisconsin,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.02509,Alabama,0.010753,Oregon,0.003584,New Hampshire,0.014337,New Jersey,0.003584,New Mexico,0.032258,New York,0.035842,North Carolina,0.007168,North Dakota,0.039427,Ohio,0.02509,Oklahoma,0.053763,Pennsylvania,0.007168,Nebraska,0.046595,South Carolina,0.007168,South Dakota,0.02509,Tennessee,0.114695,Texas,0.003584,Vermont,0.043011,Virginia,0.010753,Washington,0.014337,West Virginia,0.007168,Nevada,0.02509,Missouri,0.010753,Arizona,0.003584,Idaho,0.017921,Arkansas,0.028674,California,0.007168,Colorado,0.010753,Connecticut,0.003584,Delaware,0.057348,Florida,0.021505,Georgia,0.003584,Hawaii,0.032258,Illinois,0.02509,Mississippi,0.035842,Indiana,0.028674,Iowa,0.032258,Kentucky,0.014337,Louisiana,0.003584,Maine,0.02509,Maryland,0.010753,Massachusetts,0.050179,Michigan,0.014337,Minnesota,0.007168,Wisconsin,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.018018,Alabama,0.054054,Michigan,0.045045,Virginia,0.117117,Texas,0.018018,Tennessee,0.027027,South Carolina,0.117117,Pennsylvania,0.009009,Oregon,0.045045,Ohio,0.036036,North Carolina,0.045045,New York,0.009009,New Mexico,0.027027,New Jersey,0.036036,Missouri,0.009009,Minnesota,0.009009,Massachusetts,0.009009,Alaska,0.027027,Maryland,0.009009,Maine,0.009009,Louisiana,0.027027,Kentucky,0.018018,Iowa,0.009009,Indiana,0.036036,Illinois,0.009009,Georgia,0.135135,Florida,0.009009,"Washington, District of Columbia",0.018018,Connecticut,0.009009,California,0.009009,Arkansas,0.018018,Arizona,0.027027,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.006452,Alabama,0.019355,South Carolina,0.025806,New Jersey,0.032258,New York,0.045161,North Carolina,0.012903,North Dakota,0.070968,Ohio,0.032258,Pennsylvania,0.006452,Rhode Island,0.006452,South Dakota,0.006452,Nevada,0.019355,Tennessee,0.135484,Texas,0.006452,Utah,0.012903,Vermont,0.025806,Virginia,0.006452,Washington,0.012903,West Virginia,0.025806,New Hampshire,0.006452,Missouri,0.03871,Arizona,0.051613,Indiana,0.006452,Arkansas,0.012903,California,0.006452,Connecticut,0.006452,Delaware,0.096774,Florida,0.045161,Georgia,0.019355,Illinois,0.025806,Iowa,0.045161,Mississippi,0.006452,Kansas,0.019355,Kentucky,0.019355,Louisiana,0.006452,Maryland,0.012903,Massachusetts,0.032258,Michigan,0.012903,Minnesota,0.019355,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.018373,Alabama,0.005249,Rhode Island,0.020997,New Jersey,0.065617,New York,0.031496,North Carolina,0.005249,North Dakota,0.047244,Ohio,0.013123,Oklahoma,0.041995,Pennsylvania,0.036745,South Carolina,0.007874,Nebraska,0.036745,Tennessee,0.120735,Texas,0.007874,Utah,0.002625,Vermont,0.052493,Virginia,0.002625,Washington,0.010499,West Virginia,0.013123,Wisconsin,0.007874,New Hampshire,0.015748,Missouri,0.005249,Arizona,0.028871,Indiana,0.005249,Arkansas,0.026247,California,0.005249,Colorado,0.007874,Connecticut,0.002625,"Washington, District of Columbia",0.086614,Florida,0.03937,Georgia,0.028871,Illinois,0.013123,Iowa,0.015748,Mississippi,0.015748,Kansas,0.041995,Kentucky,0.007874,Louisiana,0.005249,Maine,0.020997,Maryland,0.013123,Massachusetts,0.052493,Michigan,0.010499,Minnesota,0.002625,Wyoming,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.022388,Alabama,0.007463,Mississippi,0.029851,Washington,0.014925,Virginia,0.089552,Texas,0.014925,Tennessee,0.029851,South Carolina,0.067164,Pennsylvania,0.007463,Oregon,0.022388,Oklahoma,0.074627,Ohio,0.044776,North Carolina,0.052239,New York,0.037313,New Jersey,0.029851,Missouri,0.022388,Minnesota,0.014925,Arizona,0.029851,Michigan,0.022388,Massachusetts,0.022388,Maryland,0.007463,Maine,0.022388,Louisiana,0.022388,Kentucky,0.014925,Kansas,0.014925,Iowa,0.014925,Indiana,0.052239,Illinois,0.029851,Georgia,0.11194,Florida,0.014925,Colorado,0.029851,California,0.007463,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.028011,Alabama,0.064426,Pennsylvania,0.008403,New Hampshire,0.011204,New Jersey,0.005602,New Mexico,0.039216,New York,0.042017,North Carolina,0.008403,North Dakota,0.053221,Ohio,0.036415,Oklahoma,0.002801,Oregon,0.030812,South Carolina,0.011204,Nebraska,0.005602,South Dakota,0.022409,Tennessee,0.098039,Texas,0.002801,Utah,0.002801,Vermont,0.036415,Virginia,0.008403,Washington,0.02521,West Virginia,0.008403,Wisconsin,0.002801,Nevada,0.039216,Missouri,0.002801,Alaska,0.02521,Illinois,0.008403,Arizona,0.02521,Arkansas,0.016807,California,0.002801,Colorado,0.005602,Connecticut,0.005602,Delaware,0.061625,Florida,0.05042,Georgia,0.008403,Idaho,0.02521,Indiana,0.016807,Mississippi,0.014006,Iowa,0.011204,Kansas,0.014006,Kentucky,0.014006,Louisiana,0.002801,Maine,0.02521,Maryland,0.008403,Massachusetts,0.047619,Michigan,0.011204,Minnesota,0.002801,Wyoming,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:12:23+0000,Libertee Shop,0,99,0,999,0.035565,Alabama,0.023013,Oklahoma,0.002092,Nevada,0.004184,New Hampshire,0.018828,New Jersey,0.004184,New Mexico,0.046025,New York,0.029289,North Carolina,0.006276,North Dakota,0.079498,Ohio,0.006276,Oregon,0.002092,Montana,0.035565,Pennsylvania,0.002092,Rhode Island,0.023013,South Carolina,0.002092,South Dakota,0.041841,Tennessee,0.073222,Texas,0.002092,Vermont,0.037657,Virginia,0.027197,West Virginia,0.01046,Nebraska,0.025105,Missouri,0.004184,Alaska,0.027197,Illinois,0.002092,Arizona,0.012552,Arkansas,0.006276,California,0.004184,Colorado,0.016736,Connecticut,0.004184,Delaware,0.087866,Florida,0.041841,Georgia,0.029289,Indiana,0.012552,Mississippi,0.020921,Iowa,0.008368,Kansas,0.050209,Kentucky,0.016736,Louisiana,0.012552,Maine,0.025105,Maryland,0.01046,Massachusetts,0.046025,Michigan,0.014644,Minnesota,0.008368,Wisconsin,,,,,,,,,,,,,,
"We are proud to endorse Michael ""Charlie"" Millner Jr. for Board of Supervisors for the Spring Hill District of Campbell County. Charlie is a strong advocate for family, liberty and freedom, which means he's GOOD for Virginia Families!",2019-08-22T19:03:31+0000,Virginia Families PAC,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.016393,Arizona,0.016393,New Hampshire,0.016393,Vermont,0.147541,Texas,0.032787,Tennessee,0.016393,South Dakota,0.016393,South Carolina,0.04918,Pennsylvania,0.032787,Oklahoma,0.04918,Ohio,0.032787,North Carolina,0.081967,New York,0.04918,New Jersey,0.04918,Missouri,0.016393,Arkansas,0.016393,Michigan,0.016393,Massachusetts,0.016393,Maryland,0.016393,Louisiana,0.032787,Iowa,0.04918,Indiana,0.016393,Illinois,0.032787,Georgia,0.114754,Florida,0.016393,Colorado,0.032787,California,0.016393,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Democrats Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.024138,Alabama,0.037931,Pennsylvania,0.013793,Nevada,0.031034,New Jersey,0.048276,New York,0.006897,North Carolina,0.003448,North Dakota,0.031034,Ohio,0.017241,Oklahoma,0.003448,Rhode Island,0.010345,Montana,0.017241,South Carolina,0.010345,South Dakota,0.02069,Tennessee,0.224138,Texas,0.003448,Utah,0.010345,Virginia,0.017241,Washington,0.010345,Wisconsin,0.013793,Nebraska,0.017241,Missouri,0.003448,Alaska,0.003448,Idaho,0.024138,Arizona,0.010345,Arkansas,0.044828,California,0.010345,Colorado,0.006897,Connecticut,0.110345,Florida,0.027586,Georgia,0.02069,Illinois,0.003448,Minnesota,0.041379,Indiana,0.010345,Iowa,0.010345,Kansas,0.006897,Kentucky,0.006897,Louisiana,0.02069,Maryland,0.024138,Massachusetts,0.034483,Michigan,0.006897,Wyoming,,,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Psychotic Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.025362,Alabama,0.047101,Pennsylvania,0.005435,Nevada,0.007246,New Hampshire,0.021739,New Jersey,0.009058,New Mexico,0.039855,New York,0.019928,North Carolina,0.005435,North Dakota,0.059783,Ohio,0.021739,Oklahoma,0.01087,Oregon,0.001812,Rhode Island,0.009058,Montana,0.019928,South Carolina,0.003623,South Dakota,0.016304,Tennessee,0.150362,Texas,0.001812,Utah,0.001812,Vermont,0.016304,Virginia,0.009058,Washington,0.001812,West Virginia,0.012681,Wisconsin,0.009058,Nebraska,0.023551,Missouri,0.005435,Alaska,0.009058,Idaho,0.019928,Arizona,0.01087,Arkansas,0.039855,California,0.016304,Colorado,0.009058,Connecticut,0.001812,Delaware,0.001812,"Washington, District of Columbia",0.070652,Florida,0.039855,Georgia,0.001812,Hawaii,0.030797,Illinois,0.005435,Mississippi,0.030797,Indiana,0.012681,Iowa,0.016304,Kansas,0.016304,Kentucky,0.021739,Louisiana,0.001812,Maine,0.016304,Maryland,0.016304,Massachusetts,0.038043,Michigan,0.014493,Minnesota,0.001812,Wyoming,,
🇺🇸These Flip Flops Will Make Democrats Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.019608,Alabama,0.002179,Oregon,0.010893,Nevada,0.004357,New Hampshire,0.034858,New Jersey,0.002179,New Mexico,0.054466,New York,0.028322,North Carolina,0.006536,North Dakota,0.054466,Ohio,0.015251,Oklahoma,0.039216,Pennsylvania,0.021786,Missouri,0.010893,South Carolina,0.002179,South Dakota,0.010893,Tennessee,0.150327,Texas,0.004357,Utah,0.006536,Virginia,0.013072,Washington,0.008715,West Virginia,0.010893,Wisconsin,0.010893,Nebraska,0.006536,Mississippi,0.006536,Alaska,0.002179,Idaho,0.026144,Arizona,0.017429,Arkansas,0.043573,California,0.015251,Colorado,0.002179,Connecticut,0.002179,Delaware,0.002179,"Washington, District of Columbia",0.084967,Florida,0.03268,Georgia,0.043573,Illinois,0.013072,Minnesota,0.028322,Indiana,0.021786,Iowa,0.015251,Kansas,0.023965,Kentucky,0.028322,Louisiana,0.008715,Maine,0.006536,Maryland,0.010893,Massachusetts,0.03268,Michigan,0.002179,Wyoming,,,,,,,,,,
🇺🇸These Flip Flops Will Make Psychotic Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.02008,Alabama,0.024096,South Carolina,0.024096,New Jersey,0.068273,New York,0.040161,North Carolina,0.008032,North Dakota,0.044177,Ohio,0.036145,Oklahoma,0.052209,Pennsylvania,0.004016,South Dakota,0.008032,Nevada,0.012048,Tennessee,0.164659,Texas,0.004016,Vermont,0.012048,Virginia,0.004016,Washington,0.004016,West Virginia,0.012048,Wisconsin,0.016064,New Hampshire,0.012048,Nebraska,0.012048,Arizona,0.016064,Indiana,0.02008,Arkansas,0.044177,California,0.012048,Colorado,0.036145,Florida,0.032129,Georgia,0.008032,Idaho,0.048193,Illinois,0.012048,Iowa,0.004016,Montana,0.028112,Kansas,0.024096,Kentucky,0.016064,Louisiana,0.02008,Maryland,0.036145,Massachusetts,0.028112,Michigan,0.004016,Minnesota,0.02008,Missouri,0.008032,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.020979,Alabama,0.034965,Pennsylvania,0.006993,Nevada,0.020979,New Jersey,0.034965,New York,0.041958,North Carolina,0.041958,Ohio,0.006993,Oklahoma,0.006993,Oregon,0.013986,South Carolina,0.034965,Missouri,0.006993,South Dakota,0.027972,Tennessee,0.13986,Texas,0.013986,Utah,0.006993,Vermont,0.006993,Virginia,0.006993,Washington,0.020979,West Virginia,0.006993,Nebraska,0.041958,Mississippi,0.020979,Arizona,0.006993,Idaho,0.020979,Arkansas,0.020979,California,0.020979,Colorado,0.020979,Connecticut,0.006993,Delaware,0.076923,Florida,0.006993,Georgia,0.006993,Hawaii,0.06993,Illinois,0.006993,Minnesota,0.034965,Indiana,0.006993,Iowa,0.013986,Kansas,0.020979,Kentucky,0.020979,Louisiana,0.013986,Maryland,0.020979,Massachusetts,0.020979,Michigan,0.013986,Wisconsin,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Psychotic Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.01855,Alabama,0.055649,Pennsylvania,0.003373,New Hampshire,0.021922,New Jersey,0.006745,New Mexico,0.035413,New York,0.030354,North Carolina,0.005059,North Dakota,0.043845,Ohio,0.020236,Oklahoma,0.015177,Oregon,0.005059,Rhode Island,0.011804,Nebraska,0.01855,South Carolina,0.005059,South Dakota,0.025295,Tennessee,0.136594,Texas,0.010118,Utah,0.001686,Vermont,0.013491,Virginia,0.011804,Washington,0.011804,West Virginia,0.013491,Wisconsin,0.011804,Nevada,0.006745,Montana,0.001686,Alaska,0.045531,Illinois,0.028668,Arizona,0.011804,Arkansas,0.043845,California,0.013491,Colorado,0.011804,Connecticut,0.003373,Delaware,0.072513,Florida,0.01855,Georgia,0.006745,Idaho,0.033727,Indiana,0.01855,Missouri,0.005059,Iowa,0.021922,Kansas,0.013491,Kentucky,0.020236,Louisiana,0.001686,Maine,0.01855,Maryland,0.013491,Massachusetts,0.030354,Michigan,0.010118,Minnesota,0.011804,Mississippi,0.003373,Wyoming,,,,,,
🇺🇸These Flip Flops Will Make Democrats Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.046632,Alabama,0.010363,Oklahoma,0.005181,Nevada,0.036269,New Jersey,0.010363,New Mexico,0.07772,New York,0.010363,North Carolina,0.020725,North Dakota,0.067358,Ohio,0.010363,Oregon,0.005181,Montana,0.031088,Pennsylvania,0.010363,Rhode Island,0.015544,South Carolina,0.010363,Tennessee,0.145078,Texas,0.015544,Virginia,0.010363,West Virginia,0.025907,Wisconsin,0.015544,Nebraska,0.025907,Missouri,0.010363,Alaska,0.015544,Illinois,0.015544,Arizona,0.025907,Arkansas,0.056995,California,0.010363,Colorado,0.056995,Florida,0.036269,Georgia,0.005181,Hawaii,0.015544,Idaho,0.010363,Indiana,0.005181,Mississippi,0.010363,Iowa,0.020725,Kentucky,0.015544,Louisiana,0.005181,Maine,0.005181,Maryland,0.010363,Massachusetts,0.031088,Michigan,0.015544,Minnesota,0.015544,Wyoming,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.015385,Alabama,0.023077,North Dakota,0.007692,Montana,0.007692,Nebraska,0.007692,Nevada,0.023077,New Jersey,0.023077,New York,0.023077,North Carolina,0.046154,Ohio,0.007692,Mississippi,0.015385,Oklahoma,0.007692,Oregon,0.084615,Pennsylvania,0.023077,South Carolina,0.015385,Tennessee,0.184615,Texas,0.007692,Virginia,0.038462,Missouri,0.030769,Minnesota,0.007692,Arkansas,0.015385,Illinois,0.046154,California,0.015385,Colorado,0.007692,Connecticut,0.007692,Delaware,0.092308,Florida,0.007692,Idaho,0.030769,Indiana,0.061538,Michigan,0.015385,Iowa,0.007692,Kansas,0.023077,Kentucky,0.007692,Louisiana,0.007692,Maine,0.030769,Maryland,0.015385,Massachusetts,0.007692,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Democrats Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.021429,Alabama,0.05,Pennsylvania,0.014286,Nevada,0.007143,New Hampshire,0.025,New Jersey,0.010714,New Mexico,0.05,New York,0.025,North Carolina,0.007143,North Dakota,0.05,Ohio,0.021429,Oklahoma,0.007143,Rhode Island,0.003571,Montana,0.014286,South Carolina,0.003571,South Dakota,0.010714,Tennessee,0.1,Texas,0.017857,Utah,0.007143,Vermont,0.017857,Virginia,0.007143,Washington,0.014286,West Virginia,0.007143,Wisconsin,0.014286,Nebraska,0.017857,Missouri,0.010714,Alaska,0.021429,Idaho,0.010714,Arizona,0.017857,Arkansas,0.057143,California,0.021429,Colorado,0.010714,Connecticut,0.010714,Delaware,0.057143,Florida,0.035714,Georgia,0.003571,Hawaii,0.032143,Illinois,0.010714,Mississippi,0.017857,Indiana,0.003571,Iowa,0.003571,Kansas,0.025,Kentucky,0.042857,Louisiana,0.003571,Maine,0.017857,Maryland,0.010714,Massachusetts,0.032143,Michigan,0.014286,Minnesota,0.003571,Wyoming,,,,,,
🇺🇸These Flip Flops Will Make Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.016807,Alabama,0.067227,Pennsylvania,0.008403,New Hampshire,0.02521,New Jersey,0.05042,New York,0.016807,North Carolina,0.084034,Ohio,0.02521,Oklahoma,0.016807,Oregon,0.016807,South Carolina,0.02521,Missouri,0.008403,South Dakota,0.117647,Texas,0.008403,Utah,0.008403,Vermont,0.02521,Virginia,0.016807,Washington,0.016807,West Virginia,0.008403,Nebraska,0.016807,Mississippi,0.008403,Alaska,0.02521,Georgia,0.008403,Arizona,0.016807,Arkansas,0.016807,California,0.033613,Colorado,0.02521,Connecticut,0.016807,Delaware,0.02521,Florida,0.042017,Illinois,0.033613,Minnesota,0.042017,Indiana,0.008403,Iowa,0.016807,Kansas,0.016807,Kentucky,0.008403,Louisiana,0.016807,Maryland,0.008403,Massachusetts,0.042017,Michigan,0.008403,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸These Flip Flops Will Make Psychotic Liberals Cry. Believe me!!! #MAGA,2019-08-22T10:16:56+0000,Libertee Shop,0,99,0,999,0.011719,Alabama,0.03125,Oklahoma,0.007813,Nebraska,0.007813,Nevada,0.027344,New Jersey,0.035156,New York,0.027344,North Carolina,0.003906,North Dakota,0.03125,Ohio,0.003906,Oregon,0.011719,Missouri,0.035156,Pennsylvania,0.007813,Rhode Island,0.015625,South Carolina,0.007813,South Dakota,0.023438,Tennessee,0.222656,Texas,0.007813,Virginia,0.007813,Washington,0.011719,Montana,0.011719,Mississippi,0.003906,Alaska,0.058594,Illinois,0.015625,Arizona,0.011719,Arkansas,0.042969,California,0.015625,Colorado,0.007813,Connecticut,0.082031,Florida,0.042969,Georgia,0.003906,Idaho,0.019531,Indiana,0.007813,Minnesota,0.011719,Iowa,0.003906,Kansas,0.011719,Kentucky,0.035156,Louisiana,0.003906,Maine,0.011719,Maryland,0.019531,Massachusetts,0.035156,Michigan,0.003906,Wisconsin,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.022936,Alabama,0.013761,Oregon,0.002294,New Hampshire,0.013761,New Jersey,0.006881,New Mexico,0.022936,New York,0.025229,North Carolina,0.009174,North Dakota,0.048165,Ohio,0.022936,Oklahoma,0.036697,Pennsylvania,0.006881,Montana,0.034404,South Carolina,0.002294,South Dakota,0.020642,Tennessee,0.146789,Texas,0.011468,Utah,0.022936,Virginia,0.013761,Washington,0.004587,West Virginia,0.011468,Wisconsin,0.004587,Nebraska,0.018349,Missouri,0.013761,Alaska,0.020642,Illinois,0.043578,Arizona,0.009174,Arkansas,0.045872,California,0.016055,Colorado,0.016055,Connecticut,0.094037,Florida,0.027523,Georgia,0.002294,Hawaii,0.006881,Idaho,0.022936,Indiana,0.006881,Mississippi,0.029817,Iowa,0.006881,Kansas,0.009174,Kentucky,0.029817,Louisiana,0.002294,Maine,0.011468,Maryland,0.004587,Massachusetts,0.041284,Michigan,0.011468,Minnesota,0.004587,Wyoming,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.027027,Alabama,0.027027,Missouri,0.054054,Virginia,0.162162,Texas,0.027027,South Carolina,0.027027,Pennsylvania,0.027027,Oklahoma,0.108108,Ohio,0.027027,North Carolina,0.027027,New York,0.027027,New Jersey,0.027027,Minnesota,0.027027,Arizona,0.054054,Michigan,0.027027,Louisiana,0.027027,Kentucky,0.027027,Iowa,0.027027,Indiana,0.027027,Idaho,0.027027,Georgia,0.108108,Florida,0.027027,Delaware,0.027027,Arkansas,0.027027,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.02589,Alabama,0.003236,Oregon,0.009709,New Hampshire,0.016181,New Jersey,0.042071,New York,0.048544,North Carolina,0.012945,North Dakota,0.048544,Ohio,0.006472,Oklahoma,0.02589,Pennsylvania,0.02589,Missouri,0.042071,South Carolina,0.006472,South Dakota,0.061489,Tennessee,0.071197,Texas,0.003236,Utah,0.055016,Virginia,0.016181,West Virginia,0.016181,Wisconsin,0.009709,Nebraska,0.029126,Mississippi,0.003236,Alaska,0.012945,Illinois,0.009709,Arizona,0.022654,Arkansas,0.003236,Colorado,0.012945,Connecticut,0.006472,Delaware,0.003236,"Washington, District of Columbia",0.110032,Florida,0.035599,Georgia,0.029126,Indiana,0.019417,Minnesota,0.009709,Iowa,0.012945,Kansas,0.016181,Kentucky,0.035599,Louisiana,0.012945,Maine,0.012945,Maryland,0.02589,Massachusetts,0.02589,Michigan,0.003236,Wyoming,,,,,,,,,,,,,,,,,,,,
