ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region
"Today's letter to the White House ... Lost in Space ...

Dear Mr. Trump:

You chose well in picking Rudy as your personal counsel. He is undoubtedly as unbalanced as you are, so you’re a good fit. Now he's told us that “truth isn’t truth.” I translate that to mean that you won’t talk to Mr. Mueller because everything you say will be a lie. 

We can imagine your criminal trial defense under such a harebrained advocate as Rudy: (1) the documentary evidence pointing to your campaign’s collusion with Russia was planted by Mark Fuhrmann, who is part of the deep state; (2) it was Hillary – not you -- who complimented the Russians on hacking into her own emails; (3) Mr. Mueller is a closet Democrat because he was saddened by the assassination of JFK; and (4) so what if you colluded? Your base loves you, as do the “very fine people” you praised in the Ku Klux Klan and American Nazi Party. 

But I see from your comments to Reuters that you have an even better defense up your sleeve. You claim the power to undertake the Special Counsel’s investigation yourself! This is clear proof of your insanity. The only person who can judge you is you, because you’re the only one who counts in your delusional world.

Imagine! Hitler rises from the grave to investigate and prosecute Nazis at the Nuremberg trials! Imagine! O.J. Simpson takes over his prosecution for the murder of his ex-wife and her friend! Imagine! James Wilkes Booth rises from the grave to take over his prosecution for the assassination of President Lincoln. 

Why didn’t you think of this earlier? Only one reason: you didn’t have Rudy as your closest advisor and defender. 

Here’s a way of thinking of your presidency, your mental state, and that of your personal counsel: Lost in Space.

Very truly yours,

Bruce J. Berger

[this post has political content, FB]",2018-08-21T16:46:50+0000,Bruce J. Berger,0,99,0,999,1,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The group that erected the ""Silent Sam"" Confederate monument at UNC-Chapel Hill that protesters tore down Monday was the United Daughters of the Confederacy. To fully understand the purpose of the UDC's monument-building efforts, it's helpful to know that the group was openly white-supremacist and also erected a monument to the Ku Klux Klan in North Carolina.",2018-08-21T14:44:26+0000,Institute for Southern Studies,0,99,10000,49999,0.033425,Alabama,0.02243,Pennsylvania,0.001539,Nevada,0.002859,New Hampshire,0.010995,New Jersey,0.004838,New Mexico,0.032985,New York,0.303244,North Carolina,0.00066,North Dakota,0.016493,Ohio,0.004838,Oklahoma,0.015393,Oregon,0.003408,Rhode Island,0.002419,Montana,0.038703,South Carolina,0.00088,South Dakota,0.037163,Tennessee,0.035404,Texas,0.001979,Utah,0.002859,Vermont,0.040682,Virginia,0.017812,Washington,0.008356,West Virginia,0.013634,Wisconsin,0.001759,Nebraska,0.009456,Missouri,0.001539,Alaska,0.001759,Idaho,0.003958,Arizona,0.014513,Arkansas,0.030126,California,0.007697,Colorado,0.007697,Connecticut,0.002199,Delaware,0.011435,District of Columbia,0.036723,Florida,0.051237,Georgia,0.001979,Hawaii,0.017592,Illinois,0.019131,Mississippi,0.008796,Indiana,0.005058,Iowa,0.007697,Kansas,0.017592,Kentucky,0.020671,Louisiana,0.003299,Maine,0.018032,Maryland,0.02287,Massachusetts,0.014513,Michigan,0.009236,Minnesota,0.00044,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,
"~~ BlackkKlansman is a Must-See ~~

Don't miss Spike Lee's brilliant film, BlackkKlansman. Trump's father was arrested at a KKK rally. https://www.independent.co.uk/news/world/americas/charlottesville-latest-donald-trump-father-fred-arrested-ku-klux-klan-kkk-rally-riot-queens-new-york-a7891701.html. Trump and his father were found guilty, under the Nixon administration, of the biggest case of racial discrimination in U.S. history. https://www.politifact.com/truth-o-meter/statements/2016/sep/27/hillary-clinton/true-hillary-clinton-says-federal-government-sued-/. David Duke jubilantly praised Trump after Charlottesville for taking their side. He endorses Trump and says Trump will ""take back America [for whites]."" Trump has never rejected Duke's endorsement. Think about that. 
Please share with Republicans who might have a problem with white supremacy.",2018-08-19T16:31:46+0000,"Diana Arezzo, Ph.D., concerned private citizen, solely for the purpose of increasing post reach",0,99,0,999,0.021359,Alabama,0.015534,Oklahoma,0.003883,Montana,0.001942,Nebraska,0.01165,Nevada,0.003883,New Hampshire,0.007767,New Jersey,0.009709,New Mexico,0.046602,New York,0.025243,North Carolina,0.048544,Ohio,0.015534,Oregon,0.013592,Mississippi,0.048544,Pennsylvania,0.001942,Rhode Island,0.005825,South Carolina,0.021359,Tennessee,0.095146,Texas,0.027184,Virginia,0.03301,Washington,0.013592,West Virginia,0.01165,Wisconsin,0.017476,Missouri,0.009709,Minnesota,0.001942,Alaska,0.005825,Hawaii,0.023301,Arizona,0.01165,Arkansas,0.085437,California,0.019417,Colorado,0.013592,Connecticut,0.001942,Delaware,0.005825,District of Columbia,0.081553,Florida,0.03301,Georgia,0.003883,Idaho,0.042718,Michigan,0.050485,Illinois,0.031068,Indiana,0.009709,Iowa,0.003883,Kansas,0.015534,Kentucky,0.015534,Louisiana,0.001942,Maine,0.015534,Maryland,0.01165,Massachusetts,0.003883,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"White Nationalists Will Be Marching at Our Nation’s Capital on the Anniversary of the Death of a Peaceful Protester 

This coming Sunday, August 12th, will be the anniversary of the tragic death of Heather Heyer, who was killed when a White Nationalist ran his vehicle into her while she and others were peacefully engaged in a protest against a White Nationalist march in Charlottesville, Virginia last year. Unfortunately, a White Nationalist group has chosen to use this anniversary to conduct a rally in our nation’s capital, across the street from the White House, where they hope to bring together hundreds of people in support of their separatist, divisive views. 

The rally will be known as “Unite the Right.” From what I’ve read, among the featured guest speakers will be none other than David Duke, who at one point was one of America’s greatest known leaders in the Ku Klux Klan who openly endorsed and supported President Donald Trump’s candidacy in the Republican Primaries and in the General Election. All of this is occurring while at the same time we have mainstream news anchors such as Lauren Ingraham of Fox News speaking out in favor of things that White Nationalists have embraced for years about the changing demographics in America which is feeding divisiveness and cultural elitism. 

We should all be deeply concerned about the direction our country is moving at this time. Having grown up in the 1960’s, and personally observed how far our country has come in opening up doors of opportunity and facing racism and bigotry, I am saddened by this turn of events, however, I am relentlessly committed to standing up, speaking out, and confronting those who would divide us, our country, and our community.",2018-08-11T12:07:29+0000,McKissick for NC Senate,0,99,5000,9999,0.978918,North Carolina,0.01436,South Carolina,0.004888,Tennessee,0.001833,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The new Spike Lee film BlacKkKlansman is based on the real-life events told in Ron Stallworth’s memoir about his experience infiltrating the Ku Klux Klan as a black man with the help of a white partner. Mic correspondent Aaron Morrison decided to talk to the real black Klansman about how he fooled the KKK into letting him join their ranks. 

Then, Mic correspondent Kendall Ciesemier travels to Brooklyn, New York City, to learn how the simple act of walking can be #SelfCare for survival. She walks with GirlTrek: Healthy Black Women and Girls co-founder Morgan Dixon across the Brooklyn Bridge to learn more about how they're working to empower black women across the country with a surprisingly simple solution. 

New episodes of Mic Dispatch air Tuesdays and Thursdays at 8 p.m. Eastern.
 
Follow Mic Dispatch on Facebook Watch to continue to dive beyond the headlines.",2018-08-10T14:48:33+0000,Mic,1000,4999,200000,499999,0.015363,Alabama,0.039876,Pennsylvania,0.006905,Nevada,0.005351,New Hampshire,0.023994,New Jersey,0.00656,New Mexico,0.052995,New York,0.034352,North Carolina,0.002244,North Dakota,0.040394,Ohio,0.012084,Oklahoma,0.019506,Oregon,0.002935,Rhode Island,0.005179,Montana,0.014155,South Carolina,0.002762,South Dakota,0.019161,Tennessee,0.076817,Texas,0.006214,Utah,0.003107,Vermont,0.028483,Virginia,0.028483,Washington,0.008631,West Virginia,0.014328,Wisconsin,0.006905,Nebraska,0.02175,Missouri,0.001208,Alaska,0.005179,Idaho,0.022613,Arizona,0.007595,Arkansas,0.096323,California,0.022096,Colorado,0.012084,Connecticut,0.003798,Delaware,0.005179,District of Columbia,0.057828,Florida,0.030554,Georgia,0.004143,Hawaii,0.040566,Illinois,0.007941,Mississippi,0.023649,Indiana,0.010703,Iowa,0.009149,Kansas,0.016226,Kentucky,0.015709,Louisiana,0.00656,Maine,0.019334,Maryland,0.024512,Massachusetts,0.041775,Michigan,0.015018,Minnesota,0.001726,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,
"What do we do when Democracy is under attack?
STAND UP FIGHT BACK!

This is absolutely heinous that white supremacists and neo-nazi's would be afforded private rail cars so that they can be coddled and kept safe while spreading their hatred and violence. 

Tell Washington Metropolitan Area Transit Authority now that this is UNACCEPTABLE! Then be ready to show up for #OccupyLafayettePark from August 9-12th to take a stand against the racist, xenophobic, bigoted, and sexist policies under this corrupt administration.",2018-08-04T02:23:48+0000,Occupy Lafayette Park,0,99,0,999,0.015521,District of Columbia,0.073171,Maryland,0.113082,New Jersey,0.195122,New York,0.161863,North Carolina,0.197339,Pennsylvania,0.093126,South Carolina,0.119734,Virginia,0.031042,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Read this powerful essay from David Goodman, the brother of slain civil rights activist Andrew Goodman, and the president of The Andrew Goodman Foundation:

""When my brother, Andrew Goodman, was 20 years old, he traveled to Mississippi with 1,000 other student volunteers to participate in Freedom Summer of 1964. He joined as an ally with African-Americans who were struggling to overcome discrimination and intimidation to gain access to the ballot box. 

""On his first day in Mississippi, he and two other civil rights workers were murdered by members of the Ku Klux Klan for their work to uphold the values of our democracy.""

""Today, threats to voting rights continue. The student leaders in The Andrew Goodman Foundation’s Vote Everywhere program on 56 campuses across the country carry on my brother’s legacy by protecting voting rights for young people and others who face electoral discrimination.""

""As we commemorate the 54th anniversary of my brother’s disappearance and murder, The Andrew Goodman Foundation is taking action to end student voter suppression in Florida.""

""Florida Secretary of State Ken Detzner has created an impediment to student voting through his unconstitutional interpretation of the state’s early voting law. He has prohibited the use of public college and university campus buildings as early polling sites, making voting more difficult for students across the state.""",2018-08-02T12:17:53+0000,Democratic Association of Secretaries of State ,0,99,0,999,0.019465,Alabama,0.030414,Pennsylvania,0.008516,New Hampshire,0.020681,New Jersey,0.014599,New Mexico,0.032847,New York,0.021898,North Carolina,0.006083,North Dakota,0.037713,Ohio,0.014599,Oklahoma,0.015815,Oregon,0.006083,Rhode Island,0.008516,Nebraska,0.010949,South Carolina,0.00365,South Dakota,0.03163,Tennessee,0.07056,Texas,0.006083,Utah,0.00365,Vermont,0.008516,Virginia,0.038929,Washington,0.007299,West Virginia,0.027981,Wisconsin,0.009732,Nevada,0.004866,Montana,0.001217,Alaska,0.03528,Illinois,0.024331,Arizona,0.017032,Arkansas,0.069343,California,0.023114,Colorado,0.007299,Connecticut,0.002433,Delaware,0.079075,Florida,0.014599,Georgia,0.008516,Hawaii,0.00365,Idaho,0.032847,Indiana,0.037713,Missouri,0.023114,Iowa,0.009732,Kansas,0.029197,Kentucky,0.006083,Louisiana,0.006083,Maine,0.014599,Maryland,0.008516,Massachusetts,0.058394,Michigan,0.019465,Minnesota,0.006083,Mississippi,0.001217,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In the 1920s, at least 11 governors were members of the Ku Klux Klan. At least 16 U.S. Senate seats were filled by Klansmen. And the Klan itself proudly proclaimed that its members occupied 75 House seats. Ever wonder how many laws enacted and enforced during their terms are still in effect today? I do.",2018-07-30T14:29:18+0000,Johnathan S. Perkins,0,99,0,999,0.013115,Alabama,0.22623,Pennsylvania,0.022951,New Jersey,0.003279,New Mexico,0.029508,New York,0.036066,North Carolina,0.039344,Ohio,0.003279,Oklahoma,0.006557,Oregon,0.006557,South Carolina,0.003279,Montana,0.016393,Tennessee,0.07541,Texas,0.006557,Utah,0.003279,Vermont,0.068852,Virginia,0.022951,Washington,0.003279,West Virginia,0.003279,New Hampshire,0.013115,Missouri,0.019672,Arizona,0.02623,Illinois,0.052459,California,0.022951,Colorado,0.003279,Connecticut,0.006557,Delaware,0.006557,District of Columbia,0.032787,Florida,0.039344,Georgia,0.016393,Indiana,0.059016,Mississippi,0.003279,Iowa,0.006557,Kentucky,0.009836,Louisiana,0.009836,Maine,0.022951,Maryland,0.02623,Massachusetts,0.013115,Michigan,0.016393,Minnesota,0.003279,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We all know that Russia interfered in our elections. They used a multi pronged attack employing several methods that combined made a very effective campaign to sway the 2016 election in trump’s favor. 

1,  Essentially spreading rumors that consisted of partially factual information that by itself would be innocuous, but the information was altered just enough to fan the flames of speculation and chaos. Essentially weaponizing that information to sow doubt and confusion about Secretary Clinton to either discredit her potential presidency or diminish her chances of winning. A very effective tool called Information Warfare.  

2, Disseminating said disinformation in paid advertisements on the extremely low cost platforms of social media, targeting the already extremely conservative right wing that has been increasingly populated by Racists, Neo Nazi’s,  and Members of the Ku Klux Klan. 

3, Exploiting the already reactionary positions of the 30 year long campaign of the right wing media in talk radio and Fox news by providing that “dirt” on Secretary Clinton. Especially talk radio host such as like Breitbart and Rush Limbaugh. 

4, Hacking the DNC server to find the “Fence Sitters” to identify states that could be swung to the right but are largely ignored since they are usually liberally inclined. Then sending the mentioned disinformation to those states in the form of constant bombardment of advertising through social media, television, radio and US Mail. This has been attempted in the 1970’s by the Republican Party resulting in the Watergate Scandal that resulted in the resignation of then President Nixon. 

This is from information that is available in public record in the form of Indictments against 25 Russians. The indictments are detailed accounts that though Russians are never going to see the inside of a courtroom, they shed an extremely bright light into what happened during the 2016 election.  

Trump’s campaign timing was eerily coordinated with Russia’s Campaign, and the fact that he has an actual history with Russia in the form of real estate dealings plus reported contacts with Russian spies and members of the Trump Campaign warrant an investigation, just like what is being undertaken by Special Counsel Mueller. 

Whether or not Trump actually was in cahoots with the Russian’s effort to sway our elections toward him, he is the beneficiary of that endeavor. Placing his entire presidency’s legitimacy in doubt. Trump can’t admit that there was election interference without damaging his already fragile credibility.

This information needs to be sent out to every single “On the Fence” voter in advance of the Midterm Elections. They need to be encouraged to vote blue to defang the Trump Administration’s disastrous administration, and to not fall for the Russian effort to dismantle our Representative Democracy. 
 
Feel Free to Distribute This Article Far and Wide. Make sure to target On the Fence voters and people that do not vote during Midterm Elections. We need everybody on this, this is Not A Drill.",2018-07-22T18:28:51+0000,"J. Keaty. The content in the Progressive Reality Check's page is accurate as far as I can tell from the many resources that I use to validate information. My opinions in these commentaries are mine alone and are not paid for by any candidate or political party. If you do not like what you see, you are welcome to leave my page and never return. Thanks",0,99,0,999,0.008929,Alabama,0.060268,Arizona,0.002232,California,0.287946,Florida,0.006696,Georgia,0.035714,Michigan,0.044643,Nevada,0.075893,New Jersey,0.060268,New York,0.116071,North Carolina,0.147321,Ohio,0.138393,Pennsylvania,0.006696,South Carolina,0.002232,Virginia,0.006696,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[Why aren't media and politicians talking about this criminal,  so Americans really understand who and what their facing?

 In addition to war crimes,  Putin is also accused of:
-Annexing Crimea 
-Cyber warfare against us and around the world 
-Cyber attacks... our aviation system and power grid
-Nerve attacks on British subjects in UK
-Meddling in our elections to interfere and destroy our democracy...] 

Vladimir Putin, war criminal

The Russian leader has a long record of inhumanity.

By ALEXANDER J. MOTYL 
1/7/17, 5:23 AM CET

""The record speaks for itself: Putin is a killer and war criminal no different in the breadth and depth of his criminality than the Serbian war criminal, Slobodan Milošević. He must be treated as such by world leaders with even a minimal commitment to human rights and basic decency.

What should world leaders do?

First, they should openly condemn Putin’s behavior. Silence implies endorsement, and policymakers must understand their moral standing, and that of their countries, is on the line if they refuse to take a public stand.

One day, Putin will be gone, and Russia’s democratic opposition will be able to make their country a decent, law-abiding state.

Second, they should refuse to shake his hand, attend photo ops with him and create the impression that they accept his behavior. Unless Trump is willing to embrace former Ku Klux Klan leader David Duke in public, he should refrain from doing the same with Russia’s criminal leader.""

Cont'd @

https://www.politico.eu/article/vladimir-putin-war-criminal-inhumanity-syria/",2018-07-21T14:43:20+0000,Maple Heights African American Gazette,0,99,0,999,0.25,Georgia,0.125,Mississippi,0.125,New York,0.125,North Carolina,0.125,Ohio,0.125,Texas,0.125,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday I taped a radio interview with Charlie Bermant and my opponent Michael Haas for KPTZ 91.9 Port Townsend. 
It will air on July 26th at 12:05 p.m. 

In case you get confused as to who is who on the radio I AM NOT the one comparing our law enforcement to the Ku Klux Klan.",2018-07-19T05:10:10+0000,Committee to Elect Kennedy Prosecutor,0,99,1000,4999,0.044924,Alabama,0.028751,Pennsylvania,0.008086,Nevada,0.002695,New Hampshire,0.009883,New Jersey,0.013477,New Mexico,0.02336,New York,0.037736,North Carolina,0.001797,North Dakota,0.044924,Ohio,0.022462,Oklahoma,0.007188,Oregon,0.001797,Rhode Island,0.007188,Montana,0.02336,South Carolina,0.002695,South Dakota,0.035939,Tennessee,0.088949,Texas,0.008985,Utah,0.001797,Vermont,0.018868,Virginia,0.04133,Washington,0.012579,West Virginia,0.019766,Wisconsin,0.001797,Nebraska,0.027853,Missouri,0.003594,Alaska,0.003594,Idaho,0.019766,Arizona,0.018868,Arkansas,0.070979,California,0.006289,Colorado,0.007188,Connecticut,0.005391,Delaware,0.001797,District of Columbia,0.05301,Florida,0.036837,Georgia,0.006289,Hawaii,0.034142,Illinois,0.021563,Mississippi,0.021563,Indiana,0.012579,Iowa,0.015274,Kansas,0.031447,Kentucky,0.017071,Louisiana,0.008985,Maine,0.008086,Maryland,0.012579,Massachusetts,0.037736,Michigan,0.005391,Minnesota,0.001797,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday I taped a radio interview with Charlie Bermant and my opponent Michael Haas for KPTZ 91.9 Port Townsend. 

It will air on July 26th at 12:05 p.m. 

In case you get confused as to who is who on the radio I AM NOT the one comparing our law enforcement to the Ku Klux Klan.",2018-07-19T05:03:16+0000,Committee to Elect Kennedy Prosecutor,0,99,0,999,0.037094,Alabama,0.02473,Oklahoma,0.004637,Nevada,0.001546,New Hampshire,0.018547,New Jersey,0.021638,New Mexico,0.035549,New York,0.040185,North Carolina,0.001546,North Dakota,0.021638,Ohio,0.018547,Oregon,0.003091,Montana,0.023184,Pennsylvania,0.01391,South Carolina,0.001546,South Dakota,0.032457,Tennessee,0.103555,Texas,0.026275,Virginia,0.063369,Washington,0.020093,West Virginia,0.012365,Wisconsin,0.003091,Nebraska,0.026275,Missouri,0.004637,Alaska,0.032457,Illinois,0.026275,Arizona,0.012365,Arkansas,0.080371,California,0.010819,Colorado,0.004637,Connecticut,0.055641,Florida,0.032457,Georgia,0.001546,Hawaii,0.003091,Idaho,0.02473,Indiana,0.009274,Mississippi,0.007728,Iowa,0.010819,Kansas,0.017002,Kentucky,0.030912,Louisiana,0.009274,Maine,0.015456,Maryland,0.012365,Massachusetts,0.026275,Michigan,0.012365,Minnesota,0.004637,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This nation’s unofficial national anthem, “God Bless America,” was written by a Jewish immigrant, Israel Beilin, aka Irving Berlin. The song is both beloved and a spark for political controversy.

NY Times: “The song also inspired anti-Semitic and xenophobic rhetoric aimed at Berlin, a Jew who dared to ask God to bless America. At a joint rally of the Ku Klux Klan and the pro-Nazi German American Bund in 1940, leaders called for a boycott of the song.”",2018-07-04T03:25:12+0000,American Jewish World,0,99,0,999,1,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON – President Trump has just made the controversial decision to wear his father’s Ku Klux Klan (KKK) uniform to office meetings. Trump claims that his reason for wearing the KK…,2018-06-16T20:31:41+0000,Torn Wires Limited Liability Company,0,99,0,999,0.019355,Alabama,0.006452,Oklahoma,0.012903,Nebraska,0.006452,Nevada,0.025806,New Jersey,0.045161,New York,0.025806,North Carolina,0.058065,Ohio,0.012903,Oregon,0.025806,Mississippi,0.045161,Pennsylvania,0.03871,Tennessee,0.135484,Texas,0.012903,Utah,0.012903,Virginia,0.012903,Washington,0.025806,Missouri,0.012903,Minnesota,0.006452,Alaska,0.012903,Hawaii,0.006452,Arizona,0.019355,Arkansas,0.070968,California,0.006452,Connecticut,0.051613,Florida,0.051613,Georgia,0.064516,Illinois,0.025806,Michigan,0.045161,Indiana,0.006452,Iowa,0.006452,Kansas,0.025806,Louisiana,0.012903,Maryland,0.012903,Massachusetts,0.03871,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sen. Patrick Colbeck for Governor R-Canton, was among a group invited by the Michigan Board of Education to revise the state's social studies standards. He then invited more conservatives to assist. The result: the single reference to the Ku Klux Klan is cut. Five existing references to the NAACP have been cut, with one remaining. The two references to gays and lesbians have been deleted. Proposed standards await public comment and a board vote before making any final changes. http://ed.gr/uh8n",2018-06-12T16:09:54+0000,"Bridge Magazine, Michigan's nonpartisan, nonprofit news service",0,99,5000,9999,1,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sen. Patrick Colbeck for Governor R-Canton, was among a group invited by the Michigan Board of Education to revise the state's social studies standards. He then invited more conservatives to assist. The result: the single reference to the Ku Klux Klan is cut. Five existing references to the NAACP have been cut, with one remaining. The two references to gays and lesbians have been deleted. Proposed standards await public comment and a board vote before making any final changes. http://ed.gr/uh8n",2018-06-12T16:09:32+0000,"Bridge Magazine, Michigan's nonpartisan, nonprofit news service",0,99,5000,9999,1,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sen. Patrick Colbeck for Governor R-Canton, was among a group invited by the Michigan Board of Education to revise the state's social studies standards. He then invited more conservatives to assist. The result: the single reference to the Ku Klux Klan is cut. Five existing references to the NAACP have been cut, with one remaining. The two references to gays and lesbians have been deleted. Proposed standards await public comment and a board vote before making any final changes. http://ed.gr/uh8n",2018-06-12T16:09:04+0000,"Bridge Magazine, Michigan's nonpartisan, nonprofit news service",0,99,5000,9999,1,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sen. Patrick Colbeck for Governor R-Canton, was among a group invited by the Michigan Board of Education to revise the state's social studies standards. He then invited more conservatives to assist. The result: the single reference to the Ku Klux Klan is cut. Five existing references to the NAACP have been cut, with one remaining. The two references to gays and lesbians have been deleted. Proposed standards await public comment and a board vote before making any final changes. http://ed.gr/uh8n",2018-06-12T13:50:06+0000,"Bridge Magazine, Michigan's nonpartisan, nonprofit news service",0,99,10000,49999,1,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON – President Trump has just made the controversial decision to wear his father’s Ku Klux Klan (KKK) uniform to office meetings. Trump claims that his reason for wearing the KK…,2018-06-06T17:59:46+0000,Torn Wires Limited Liability Company,0,99,0,999,0.095238,Alabama,0.142857,Florida,0.047619,Georgia,0.047619,Idaho,0.047619,Indiana,0.047619,Iowa,0.047619,Kentucky,0.047619,Michigan,0.047619,Missouri,0.142857,New York,0.047619,Oklahoma,0.047619,Pennsylvania,0.047619,Tennessee,0.047619,Texas,0.095238,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
