ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region
Official apparel partner of every progressive movement since 2016.,2019-07-08T00:49:52+0000,The Outrage,0,99,1000,4999,0.001519,Idaho,0.005164,Oklahoma,0.009113,Missouri,0.00243,Montana,0.00486,Nebraska,0.005164,Nevada,0.005164,New Hampshire,0.035844,New Jersey,0.132139,New York,0.022175,North Carolina,0.001823,North Dakota,0.033414,Ohio,0.01367,Oregon,0.019745,Minnesota,0.06288,Pennsylvania,0.004557,Rhode Island,0.006075,South Carolina,0.019745,Tennessee,0.038578,Texas,0.00486,Utah,0.00243,Vermont,0.034629,Virginia,0.021871,Washington,0.001519,West Virginia,0.003038,Mississippi,0.017922,Michigan,0.001215,Alaska,0.003645,Delaware,0.001519,Hawaii,0.001519,New Mexico,0.000304,South Dakota,0.000608,Wyoming,0.006987,Alabama,0.014277,Arizona,0.005164,Arkansas,0.111179,California,0.02096,Colorado,0.013973,Connecticut,0.085966,"Washington, District of Columbia",0.041616,Massachusetts,0.033718,Florida,0.017315,Georgia,0.040401,Illinois,0.009721,Indiana,0.005772,Iowa,0.004557,Kansas,0.009417,Kentucky,0.006075,Louisiana,0.00243,Maine,0.038882,Maryland,0.012454,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparel and community for the modern activist. Donating with EVERY. SINGLE. PURCHASE.,2019-07-08T00:41:47+0000,The Outrage,0,99,0,999,0.277778,"Washington, District of Columbia",0.055556,Missouri,0.055556,New Hampshire,0.166667,New York,0.055556,Ohio,0.055556,Oregon,0.111111,Pennsylvania,0.055556,Rhode Island,0.111111,Virginia,0.055556,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A place to get work done & connect with interesting humans who care. Apply now!,2019-07-08T00:41:47+0000,The Outrage,0,99,1000,4999,0.001336,Delaware,0.044756,Texas,0.145625,New York,0.026052,North Carolina,0.004008,North Dakota,0.026052,Ohio,0.004008,Oklahoma,0.016032,Oregon,0.066132,Pennsylvania,0.01002,South Carolina,0.017368,Tennessee,0.005344,Utah,0.032732,New Jersey,0.030728,Virginia,0.021376,Washington,0.002672,West Virginia,0.012024,Wisconsin,0.004008,Hawaii,0.008684,Indiana,0.002672,Kansas,0.005344,Nebraska,0.002672,Rhode Island,0.004008,Vermont,0.002004,New Mexico,0.004008,New Hampshire,0.000668,Idaho,0.032064,Florida,0.001336,Iowa,0.004676,Kentucky,0.006012,Alabama,0.018704,Arizona,0.00334,Arkansas,0.127589,California,0.020708,Colorado,0.008016,Connecticut,0.095524,"Washington, District of Columbia",0.018036,Georgia,0.005344,Nevada,0.038744,Illinois,0.004676,Louisiana,0.00334,Maine,0.032064,Maryland,0.029392,Massachusetts,0.015364,Michigan,0.018704,Minnesota,0.000668,Mississippi,0.012024,Missouri,0.002672,Montana,0.000668,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apparel and community for the modern activist. Donating with EVERY. SINGLE. PURCHASE.,2019-07-08T00:41:47+0000,The Outrage,0,99,0,999,0.004115,New Mexico,0.022634,Washington,0.00823,Oregon,0.053498,Pennsylvania,0.004115,Rhode Island,0.016461,South Carolina,0.014403,Tennessee,0.04321,Texas,0.039095,Virginia,0.012346,Wisconsin,0.00823,North Dakota,0.024691,Florida,0.00823,Indiana,0.006173,Iowa,0.002058,Kansas,0.006173,Louisiana,0.006173,Maine,0.012346,Minnesota,0.002058,Nebraska,0.028807,Ohio,0.026749,North Carolina,0.002058,Oklahoma,0.115226,"Washington, District of Columbia",0.002058,New Hampshire,0.00823,Alabama,0.012346,Arizona,0.00823,Arkansas,0.113169,California,0.028807,Colorado,0.012346,Connecticut,0.00823,Georgia,0.135802,New York,0.037037,Illinois,0.012346,Kentucky,0.032922,Maryland,0.032922,Massachusetts,0.026749,Michigan,0.014403,Missouri,0.006173,Nevada,0.032922,New Jersey,0.00823,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Celebrating pride all year, every year. Donating with EVERY. SINGLE. PURCHASE.",2019-07-08T00:41:47+0000,The Outrage,0,99,1000,4999,0.000399,South Dakota,0.006387,South Carolina,0.002794,New Mexico,0.140519,New York,0.02475,North Carolina,0.001198,North Dakota,0.028343,Ohio,0.003194,Oklahoma,0.02994,Oregon,0.057884,Pennsylvania,0.00479,Rhode Island,0.016367,Tennessee,0.001996,New Hampshire,0.027146,Texas,0.028743,Virginia,0.041118,Washington,0.01477,Wisconsin,0.001996,Wyoming,0.000798,Arkansas,0.003194,Delaware,0.007984,Iowa,0.001996,Montana,0.003992,Utah,0.02515,New Jersey,0.006387,Nevada,0.000798,West Virginia,0.002395,Idaho,0.004391,Alabama,0.002794,Alaska,0.009581,Arizona,0.112974,California,0.022355,Colorado,0.012774,Connecticut,0.103792,"Washington, District of Columbia",0.022355,Florida,0.017565,Georgia,0.001198,Hawaii,0.033134,Illinois,0.00519,Nebraska,0.010778,Indiana,0.00479,Kansas,0.006786,Kentucky,0.003992,Louisiana,0.00519,Maine,0.028343,Maryland,0.050299,Massachusetts,0.019162,Michigan,0.023154,Minnesota,0.011976,Missouri,0.002395,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original 'Plank Like RBG' gear. Donating with EVERY. SINGLE. PURCHASE.,2019-07-08T00:41:47+0000,The Outrage,0,99,1000,4999,0.003587,Louisiana,0.021525,Oregon,0.008969,Nebraska,0.003587,Nevada,0.008072,New Hampshire,0.01704,New Jersey,0.09417,New York,0.037668,North Carolina,0.001794,North Dakota,0.023318,Ohio,0.006278,Oklahoma,0.053812,Pennsylvania,0.020628,Michigan,0.006278,Rhode Island,0.005381,South Carolina,0.016143,Tennessee,0.030493,Texas,0.043946,Virginia,0.025112,Washington,0.011659,Wisconsin,0.003587,Wyoming,0.001794,Arkansas,0.001794,Delaware,0.036771,Minnesota,0.034978,Massachusetts,0.001794,Maine,0.099552,California,0.011659,Missouri,0.006278,Montana,0.001794,New Mexico,0.004484,Utah,0.001794,Alaska,0.005381,Vermont,0.001794,South Dakota,0.005381,Alabama,0.004484,Arizona,0.020628,Colorado,0.027803,Maryland,0.009865,Connecticut,0.186547,"Washington, District of Columbia",0.026009,Florida,0.013453,Georgia,0.003587,Hawaii,0.001794,Idaho,0.026906,Illinois,0.005381,Indiana,0.002691,Kansas,0.007175,Kentucky,0.005381,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While Donald Trump celebrated Independence Day with a self-indulgent parade, thousands of kids were at the border, torn from their families, sleeping on the floor.

We need a change. Now.",2019-07-07T16:21:45+0000,Bullock for President,0,99,1000,4999,1,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While Donald Trump celebrated Independence Day with a self-indulgent parade, thousands of kids were at the border, torn from their families, sleeping on the floor.

We need a change. Now.",2019-07-07T16:21:45+0000,Bullock for President,0,99,0,999,1,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://wethepeoplect.com/2019/07/calpers-opers-tiaa-cref-and-a-dozen-other-public-pension-funds-are-investing-in-immigrant-prisons-that-means-you-are-too,2019-07-07T15:34:34+0000,We the People CT,100,499,10000,49999,0.522507,California,0.052733,Connecticut,0.206221,New York,0.218539,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RUGA RUGA EVERYWHERE EXCEPT AT THE NATIONAL ASSEMBLY

By Adabekee Osondi Owendi, 6 July 2019

THE REAL PROBLEM IS THAT THE NATIONAL ASSEMBLY IS FULL OF COWARDS SO RENDERED BY THE MEMBERS BEING INEPT AND CORRUPT. Thus majority of the members lack the simple courage to confront this problem. 

WHAT DO I MEAN? 
Should the National Assembly remain this impotent in defining what the law should be about land utilization, government forced land-grabbing (known as Eminent domain here) and the like?

Where there's this much outrage in the country on the ""RUGA POLICY"" shouldn't the lawmakers be taking advantage of the national outrage to craft laws that protect citizens from forced land grabbing? 

With lawmakers from the middlebelt down to all the southern states,  one would expect that their should be enough members to override any impending presidential veto.

BUT BEING SO STAINED IN EMBEZZLEMENT AND ILLEGAL ACTIVITIES, THESE FOLKS MAY NOT HAVE THE GUT TO ACT.

SHAMEFUL!",2019-07-07T01:02:13+0000,,0,99,0,999,1,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday I had the great pleasure of meeting with our neighbor Jeffrey at Bootstrap Coffee Roasters

Jeffrey is a Ward 2 resident and also works in Ward 2.  To my surprise, Jeffrey and I had already met at a previous happy hour.  We met at a happy hour intended to hear residents of Ward 2. Yet both Jeffrey and I (attending for 2 very different reasons) left that happy hour feeling less than positive about actually being heard. 

This happy hour was just about a year ago.  I remember leaving the meeting moved by Jeffrey’s passion and his activism.  He was well researched and most importantly speaking on behalf of the people who would be most affected by minimum wage increase and tips credits (small business owners and their employees). 

When we reconnected yesterday, we were surprised how in the last year, our journeys brought us back to each other.  It was a wonderful surprise.  Yet the underlying reason for our meeting is less than wonderful. We both came together expressing how our neighbors, colleagues and in Jeffery’s case: the industry was not being heard at City Hall. 

Jeffrey talks of the great work done by Councilmember Jane Prince but counters that with the lack of effort and energy from the councilmember that means the most to him, his own. Despite the time and energy Jeffrey and his colleagues put into having their voices heard, it all fell flat here in Ward 2. 

Read more about Jeffery’s efforts and talking points @ https://www.twincities.com/2018/11/13/jeffrey-crandall-on-st-paul-tip-credit-listen-to-us-the-workers-not-the-manufactured-outrage/

***I'm running for St. Paul City Council*** 
~Ward 2~

Check out my pages and please help spread the word.
🏃‍♀️🛣🚔🚒🚑🧹🗑🚮🇺🇸 

Email: lindsayferrismartinward2@gmail.com 

FB https://www.facebook.com/StPaulCityCouncilWard2/ 

Ward 2 FB group: https://www.facebook.com/groups/2053167074992797/ 

Website: lindsayferrismartinforcitycouncilward2.business.site 

Instagram: www.instagram.com/lindsayferrismartinward2/

#Lindsayferrismartinforward2 #StpaulCityCouncil #LFM #Ward2",2019-07-06T21:59:10+0000,Lindsay Ferris Martin,0,99,0,999,1,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antifa is a vicious, violent left wing gang which uses Nazi stormtrooper tactics to terrorize political opponents. I saw them in action in Washington, D.C. the night of President Trump’s Inauguration, rampaging through the streets and destroying property.

Just recently masked Antifa goons in Portland, Oregon brutally attacked a journalist causing a brain hemorrhage while police -carrying out Mayor Ted Wheeler’s policy - took no action. This is similar to the approach Mayor Wheeler took when he ordered the Police not to protect ICE Headquarters in Portland when it was under siege by demonstrators. 

This hands off policy toward left wing violence is disgraceful. The Mayor’s response that anyone identified as taking part in violent attacks will be prosecuted is absurd since Antifa agitators wear masks to hide their identity. 

Politics can and should be hard fought. But that clash of ideas must not be waged by goon squads in the streets or screaming mobs. That is why I condemn all political violence whether it is carried out by left wing demonstrators in the 1960’s and ‘70’s, right wing, racist mobs in Charlottesville; or Antifa today.

Selective outrage is hypocritical. It is time for good Americans across the political spectrum to denounce all political violence. It is also time, as commentators like F. H. Buckley have called for, to have federal law enforcement step in when local officials refuse to protect their citizens.

God Bless America!!",2019-07-06T17:24:00+0000,Pete King for Congress.,0,99,1000,4999,0.000304,New Jersey,0.999696,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"𝐃𝐄𝐀𝐓𝐇 𝐓𝐇𝐑𝐄𝐀𝐓𝐒 𝐀𝐍𝐃 𝐇𝐀𝐑𝐀𝐒𝐒𝐌𝐄𝐍𝐓 𝐁𝐘 𝐋𝐄𝐅𝐓-𝐖𝐈𝐍𝐆 𝐅𝐀𝐒𝐂𝐈𝐒𝐓𝐒 𝐒𝐂𝐀𝐑𝐄 𝐄𝐈𝐆𝐇𝐓-𝐘𝐄𝐀𝐑-𝐎𝐋𝐃 𝐎𝐅𝐅 𝐒𝐎𝐂𝐈𝐀𝐋 𝐌𝐄𝐃𝐈𝐀 

𝐷𝑒𝑎𝑡ℎ 𝑇ℎ𝑟𝑒𝑎𝑡𝑠, 𝑎𝑑𝑑𝑟𝑒𝑠𝑠 𝑎𝑛𝑑 𝑝ℎ𝑜𝑛𝑒 𝑏𝑒𝑖𝑛𝑔 𝑚𝑎𝑑𝑒 𝑝𝑢𝑏𝑙𝑖𝑐 (𝑑𝑜𝑥𝑥𝑖𝑛𝑔) 𝑎𝑛𝑑 𝑜𝑛𝑔𝑜𝑖𝑛𝑔 𝑣𝑖𝑐𝑖𝑜𝑢𝑠 ℎ𝑎𝑟𝑎𝑠𝑠𝑚𝑒𝑛𝑡 𝑓𝑜𝑟𝑐𝑒𝑑 𝑡ℎ𝑒 𝑝𝑎𝑟𝑒𝑛𝑡𝑠 𝑜𝑓  𝐴𝑣𝑎 𝑀𝑎𝑟𝑡𝑖𝑛𝑒𝑧, 𝑘𝑛𝑜𝑤𝑛 𝑡𝑜 𝑚𝑜𝑠𝑡 𝑜𝑓 𝑢𝑠 𝑎𝑠 ""𝑀𝑖𝑛𝑖 𝐴𝑂𝐶,"" 𝑡𝑜 𝑠ℎ𝑢𝑡 𝑑𝑜𝑤𝑛 ℎ𝑒𝑟 𝑠𝑎𝑡𝑖𝑟𝑒𝑠 𝑜𝑓 𝑂𝑐𝑎𝑠𝑖𝑜-𝐶𝑜𝑟𝑡𝑒𝑧 𝑜𝑢𝑡 𝑜𝑓 𝑓𝑒𝑎𝑟 𝑓𝑜𝑟 ℎ𝑒𝑟 𝑠𝑎𝑓𝑒𝑡𝑦.

𝑰𝒎𝒂𝒈𝒊𝒏𝒆 𝒇𝒊𝒓𝒆𝒔𝒕𝒐𝒓𝒎 𝒐𝒇 𝒐𝒖𝒕𝒓𝒂𝒈𝒆 𝒂𝒏𝒅 𝒏𝒐𝒏-𝒔𝒕𝒐𝒑 𝒄𝒐𝒗𝒆𝒓𝒂𝒈𝒆 𝒊𝒇 𝒔𝒂𝒎𝒆 𝒕𝒉𝒊𝒏𝒈 𝒅𝒐𝒏𝒆 𝒕𝒐 𝒂𝒏 𝒆𝒊𝒈𝒉𝒕-𝒚𝒆𝒂𝒓-𝒐𝒍𝒅 𝒑𝒂𝒓𝒐𝒅𝒚𝒊𝒏𝒈 𝒂 𝒄𝒐𝒏𝒔𝒆𝒓𝒗𝒂𝒕𝒊𝒗𝒆!

TOWNHALL - The Left has, once again, proven how truly disgusting they are. Their nasty tactics have hit a new low. Ava Martinez, known to most of us as ""Mini AOC,"" frequently recorded parody videos and took photos making fun of the real Rep. Alexandria Ocasio-Cortez (D-NY). Apparently Alexandria Ocasio Cortez fans didn't like the 8-year-old's content so they started doxxing and threatening Martinez and her family.

For rest of Beth Baumann story on Townhall: https://townhall.com/tipsheet/bethbaumann/2019/07/04/mini-aoc-parody-accounts-are-gone-thanks-to-lefties-doxxing-and-threatening-an-n2549540",2019-07-06T14:44:18+0000,Miichael Fredenburg as an individual citizen,0,99,0,999,0.035058,Alabama,0.051753,Tennessee,0.036728,New York,0.03005,North Carolina,0.003339,North Dakota,0.048414,Ohio,0.023372,Oklahoma,0.010017,Oregon,0.040067,Pennsylvania,0.028381,South Carolina,0.003339,South Dakota,0.110184,Texas,0.011686,New Jersey,0.001669,Vermont,0.011686,Virginia,0.018364,Washington,0.021703,West Virginia,0.010017,Wisconsin,0.003339,Wyoming,0.001669,Connecticut,0.001669,Hawaii,0.003339,Maine,0.001669,Rhode Island,0.006678,New Mexico,0.003339,New Hampshire,0.006678,Alaska,0.008347,Iowa,0.023372,Arizona,0.011686,Arkansas,0.06177,California,0.011686,Colorado,0.003339,Delaware,0.056761,Florida,0.035058,Georgia,0.006678,Idaho,0.026711,Illinois,0.028381,Indiana,0.011686,Kansas,0.005008,Nevada,0.036728,Kentucky,0.021703,Louisiana,0.003339,Maryland,0.008347,Massachusetts,0.025042,Michigan,0.011686,Minnesota,0.026711,Mississippi,0.040067,Missouri,0.006678,Montana,0.003339,Nebraska,0.001669,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nike, Betsy Ross's Flag, and the Perpetual Outrage Machine
.
Although our nation's history includes the evil of slavery, our ideals are worthy of praise and celebration.",2019-07-04T19:30:12+0000,More To Be Said,0,99,0,999,0.007692,Arkansas,0.021154,New York,0.011538,Maryland,0.007692,Massachusetts,0.009615,Minnesota,0.048077,Missouri,0.003846,Montana,0.007692,Nevada,0.005769,New Hampshire,0.007692,New Jersey,0.011538,New Mexico,0.05,North Carolina,0.025,Louisiana,0.048077,Ohio,0.019231,Oklahoma,0.042308,Pennsylvania,0.019231,South Carolina,0.032692,Tennessee,0.090385,Texas,0.015385,Virginia,0.011538,Washington,0.013462,West Virginia,0.011538,Maine,0.030769,Kentucky,0.017308,Colorado,0.003846,Alaska,0.007692,Connecticut,0.003846,Hawaii,0.001923,Idaho,0.013462,Iowa,0.030769,Michigan,0.011538,Mississippi,0.013462,Oregon,0.003846,Rhode Island,0.003846,Wyoming,0.001923,Nebraska,0.023077,Kansas,0.003846,North Dakota,0.005769,Utah,0.032692,Alabama,0.023077,Arizona,0.063462,California,0.005769,Delaware,0.061538,Florida,0.042308,Georgia,0.038462,Illinois,0.019231,Indiana,0.015385,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸

Following the Protestant Reformation, Martin Luther began printing bibles in German so ordinary people could read it.

This was an outrage to the church of the time- because if they remained in Latin, only priests could tell people what their faith demanded.

Martin Luther and his reformation brought people one step closer to their Creator. One level of humanity was removed from their superior position.

This helped to cause our entire society to question authority and what granted it to those in power. 

Enlightenment thinkers like Hobbes, Rousseau, Locke and others contrasted the necessity of government against the rights of the people.

The powers given not just granted to kings- but ALL PEOPLE.

And then one day, a government was formed based on those ideas.

That NO GOVERNMENT is valid unless it respects the rights of the people. 

They sat in a large room and wrote it all down.

""We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.

That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed.

 That whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or to abolish it, and to institute new Government, laying its foundation on such principles and organizing its powers in such form, as to them shall seem most likely to effect their Safety and Happiness.""

Never forget how special this country is!!

Happy Independence Day!!!",2019-07-04T19:26:42+0000,A Veteran for America,0,99,0,999,1,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome to a space for interesting humans who care. Accepting applications in DC!,2019-07-03T23:04:00+0000,The Outrage,0,99,0,999,0.423077,"Washington, District of Columbia",0.185897,Maryland,0.025641,New Jersey,0.121795,Pennsylvania,0.24359,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nike can keep their goofy sneakers, and Collin Kaepernick can spend his holiday weekend outraged and offended.  I, for one, will be celebrating the privilege of living in the best country in the world. And I’ll be doing it in a pair of New Balance running shoes, thank you very much.",2019-07-03T10:25:35+0000,Christopher Paslay. This ad is not authorized by any candidate or candidate’s committee.,0,99,5000,9999,1,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Engage Your Outrage! The federal government admits its illegal actions against legitimate businesses that the Obama Admin didn't like -- but fails to right its wrongs. I've written on this before, and now the distinguished Boyden Gray has joined the cause: https://www.realclearmarkets.com/articles/2019/06/26/the_fdics_operation_chokepoint_settlement_doesnt_make_victims_whole_103798.html",2019-07-02T23:38:43+0000,"Let Freedom Ring, Inc.",100,499,10000,49999,0.021259,"Washington, District of Columbia",0.147204,Maryland,0.78267,Virginia,0.048866,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
